CALML6	ENSG00000169885	Gene Expression
TMEM52	ENSG00000178821	Gene Expression
CFAP74	ENSG00000142609	Gene Expression
ENSG00000233542	ENSG00000233542	Gene Expression
GABRD	ENSG00000187730	Gene Expression
PRKCZ-DT	ENSG00000226969	Gene Expression
PRKCZ	ENSG00000067606	Gene Expression
ENSG00000271806	ENSG00000271806	Gene Expression
PRKCZ-AS1	ENSG00000182873	Gene Expression
FAAP20	ENSG00000162585	Gene Expression
ENSG00000234396	ENSG00000234396	Gene Expression
SKI	ENSG00000157933	Gene Expression
ENSG00000287356	ENSG00000287356	Gene Expression
MORN1	ENSG00000116151	Gene Expression
ENSG00000272161	ENSG00000272161	Gene Expression
ENSG00000269896	ENSG00000269896	Gene Expression
ENSG00000272420	ENSG00000272420	Gene Expression
RER1	ENSG00000157916	Gene Expression
PEX10	ENSG00000157911	Gene Expression
PLCH2	ENSG00000149527	Gene Expression
ENSG00000224387	ENSG00000224387	Gene Expression
ENSG00000229393	ENSG00000229393	Gene Expression
PANK4	ENSG00000157881	Gene Expression
HES5	ENSG00000197921	Gene Expression
ENSG00000272449	ENSG00000272449	Gene Expression
TNFRSF14-AS1	ENSG00000238164	Gene Expression
TNFRSF14	ENSG00000157873	Gene Expression
ENSG00000225931	ENSG00000225931	Gene Expression
ENSG00000228037	ENSG00000228037	Gene Expression
ENSG00000289610	ENSG00000289610	Gene Expression
PRXL2B	ENSG00000157870	Gene Expression
MMEL1	ENSG00000142606	Gene Expression
MMEL1-AS1	ENSG00000237058	Gene Expression
TTC34	ENSG00000215912	Gene Expression
ENSG00000285945	ENSG00000285945	Gene Expression
ENSG00000283259	ENSG00000283259	Gene Expression
ENSG00000233234	ENSG00000233234	Gene Expression
ENSG00000287396	ENSG00000287396	Gene Expression
ENSG00000231630	ENSG00000231630	Gene Expression
ENSG00000284745	ENSG00000284745	Gene Expression
ACTRT2	ENSG00000169717	Gene Expression
PRDM16-DT	ENSG00000177133	Gene Expression
PRDM16	ENSG00000142611	Gene Expression
MIR4251	ENSG00000283572	Gene Expression
ENSG00000226286	ENSG00000226286	Gene Expression
ENSG00000279839	ENSG00000279839	Gene Expression
ENSG00000272235	ENSG00000272235	Gene Expression
ENSG00000287828	ENSG00000287828	Gene Expression
ENSG00000286518	ENSG00000286518	Gene Expression
ARHGEF16	ENSG00000130762	Gene Expression
ENSG00000272088	ENSG00000272088	Gene Expression
MEGF6	ENSG00000162591	Gene Expression
MIR551A	ENSG00000207776	Gene Expression
ENSG00000238260	ENSG00000238260	Gene Expression
TPRG1L	ENSG00000158109	Gene Expression
WRAP73	ENSG00000116213	Gene Expression
TP73	ENSG00000078900	Gene Expression
TP73-AS3	ENSG00000227589	Gene Expression
TP73-AS2	ENSG00000235131	Gene Expression
TP73-AS1	ENSG00000227372	Gene Expression
ENSG00000276189	ENSG00000276189	Gene Expression
CCDC27	ENSG00000162592	Gene Expression
SMIM1	ENSG00000235169	Gene Expression
LRRC47	ENSG00000130764	Gene Expression
RN7SL574P	ENSG00000266075	Gene Expression
ENSG00000272153	ENSG00000272153	Gene Expression
CEP104	ENSG00000116198	Gene Expression
DFFB	ENSG00000169598	Gene Expression
C1orf174	ENSG00000198912	Gene Expression
LINC01134	ENSG00000236423	Gene Expression
LINC01346	ENSG00000233304	Gene Expression
LINC01345	ENSG00000226374	Gene Expression
LINC02780	ENSG00000284668	Gene Expression
ENSG00000284703	ENSG00000284703	Gene Expression
EEF1DP6	ENSG00000229280	Gene Expression
LINC01777	ENSG00000235054	Gene Expression
ENSG00000284694	ENSG00000284694	Gene Expression
ENSG00000227169	ENSG00000227169	Gene Expression
LINC01646	ENSG00000232596	Gene Expression
AJAP1	ENSG00000196581	Gene Expression
ENSG00000287586	ENSG00000287586	Gene Expression
ENSG00000284739	ENSG00000284739	Gene Expression
LINC02781	ENSG00000284674	Gene Expression
LINC02782	ENSG00000231510	Gene Expression
ENSG00000284616	ENSG00000284616	Gene Expression
ENSG00000284692	ENSG00000284692	Gene Expression
ENSG00000284666	ENSG00000284666	Gene Expression
ENSG00000260972	ENSG00000260972	Gene Expression
ENSG00000283356	ENSG00000283356	Gene Expression
ENSG00000236948	ENSG00000236948	Gene Expression
ENSG00000264341	ENSG00000264341	Gene Expression
ENSG00000289893	ENSG00000289893	Gene Expression
MIR4689	ENSG00000264101	Gene Expression
NPHP4	ENSG00000131697	Gene Expression
KCNAB2	ENSG00000069424	Gene Expression
CHD5	ENSG00000116254	Gene Expression
ENSG00000285629	ENSG00000285629	Gene Expression
RPL22	ENSG00000116251	Gene Expression
RNF207-AS1	ENSG00000226944	Gene Expression
RNF207	ENSG00000158286	Gene Expression
ICMT	ENSG00000116237	Gene Expression
ICMT-DT	ENSG00000225077	Gene Expression
HES3	ENSG00000173673	Gene Expression
GPR153	ENSG00000158292	Gene Expression
ACOT7	ENSG00000097021	Gene Expression
ENSG00000271746	ENSG00000271746	Gene Expression
HES2	ENSG00000069812	Gene Expression
ESPN	ENSG00000187017	Gene Expression
MIR4252	ENSG00000265392	Gene Expression
ENSG00000231868	ENSG00000231868	Gene Expression
TNFRSF25	ENSG00000215788	Gene Expression
PLEKHG5	ENSG00000171680	Gene Expression
NOL9	ENSG00000162408	Gene Expression
RNU6-731P	ENSG00000253022	Gene Expression
ENSG00000229519	ENSG00000229519	Gene Expression
TAS1R1	ENSG00000173662	Gene Expression
ZBTB48	ENSG00000204859	Gene Expression
KLHL21	ENSG00000162413	Gene Expression
PHF13	ENSG00000116273	Gene Expression
THAP3	ENSG00000041988	Gene Expression
DNAJC11	ENSG00000007923	Gene Expression
LINC01672	ENSG00000228750	Gene Expression
ENSG00000284744	ENSG00000284744	Gene Expression
CAMTA1-DT	ENSG00000237436	Gene Expression
CAMTA1	ENSG00000171735	Gene Expression
ENSG00000227950	ENSG00000227950	Gene Expression
ENSG00000237365	ENSG00000237365	Gene Expression
RNU1-8P	ENSG00000207056	Gene Expression
CAMTA1-IT1	ENSG00000237402	Gene Expression
CAMTA1-AS2	ENSG00000237728	Gene Expression
CAMTA1-AS1	ENSG00000225126	Gene Expression
ENSG00000270171	ENSG00000270171	Gene Expression
ENSG00000270035	ENSG00000270035	Gene Expression
ENSG00000269978	ENSG00000269978	Gene Expression
VAMP3	ENSG00000049245	Gene Expression
ENSG00000269925	ENSG00000269925	Gene Expression
PER3	ENSG00000049246	Gene Expression
ENSG00000236266	ENSG00000236266	Gene Expression
UTS2	ENSG00000049247	Gene Expression
TNFRSF9	ENSG00000049249	Gene Expression
ENSG00000270330	ENSG00000270330	Gene Expression
PARK7	ENSG00000116288	Gene Expression
Y-RNA	ENSG00000200344	Gene Expression
ENSG00000284747	ENSG00000284747	Gene Expression
ENSG00000284716	ENSG00000284716	Gene Expression
ERRFI1	ENSG00000116285	Gene Expression
ERRFI1-DT	ENSG00000238290	Gene Expression
RPL7AP18	ENSG00000232848	Gene Expression
ENSG00000229305	ENSG00000229305	Gene Expression
ENSG00000288816	ENSG00000288816	Gene Expression
LINC01714	ENSG00000227634	Gene Expression
RNU1-7P	ENSG00000200975	Gene Expression
ENSG00000233645	ENSG00000233645	Gene Expression
RNU6-991P	ENSG00000251977	Gene Expression
SLC45A1	ENSG00000162426	Gene Expression
Y-RNA	ENSG00000252254	Gene Expression
RERE	ENSG00000142599	Gene Expression
RERE-AS1	ENSG00000232912	Gene Expression
ENSG00000221083	ENSG00000221083	Gene Expression
ENSG00000270282	ENSG00000270282	Gene Expression
RPL7P11	ENSG00000234619	Gene Expression
RPL7P7	ENSG00000224315	Gene Expression
Y-RNA	ENSG00000222511	Gene Expression
ENSG00000226545	ENSG00000226545	Gene Expression
ENSG00000228423	ENSG00000228423	Gene Expression
RPL23AP19	ENSG00000229716	Gene Expression
ENO1	ENSG00000074800	Gene Expression
MIR6728	ENSG00000274258	Gene Expression
ENO1-AS1	ENSG00000230679	Gene Expression
RNU6-304P	ENSG00000201725	Gene Expression
HMGN2P17	ENSG00000238249	Gene Expression
ENSG00000232208	ENSG00000232208	Gene Expression
ENSG00000232663	ENSG00000232663	Gene Expression
CA6	ENSG00000131686	Gene Expression
ENSG00000290109	ENSG00000290109	Gene Expression
RN7SL451P	ENSG00000265141	Gene Expression
SLC2A7	ENSG00000197241	Gene Expression
SLC2A5	ENSG00000142583	Gene Expression
ENSG00000252404	ENSG00000252404	Gene Expression
GPR157	ENSG00000180758	Gene Expression
MIR34AHG	ENSG00000228526	Gene Expression
MIR34A	ENSG00000284357	Gene Expression
ENSG00000289914	ENSG00000289914	Gene Expression
LNCTAM34A	ENSG00000234546	Gene Expression
H6PD	ENSG00000049239	Gene Expression
SPSB1	ENSG00000171621	Gene Expression
ENSG00000284652	ENSG00000284652	Gene Expression
LINC02606	ENSG00000284693	Gene Expression
RNA5SP40	ENSG00000252956	Gene Expression
ENSG00000235263	ENSG00000235263	Gene Expression
SLC25A33	ENSG00000171612	Gene Expression
ENSG00000231181	ENSG00000231181	Gene Expression
TMEM201	ENSG00000188807	Gene Expression
PIK3CD	ENSG00000171608	Gene Expression
PIK3CD-AS1	ENSG00000179840	Gene Expression
ENSG00000233268	ENSG00000233268	Gene Expression
PIK3CD-AS2	ENSG00000231789	Gene Expression
CLSTN1	ENSG00000171603	Gene Expression
MZT1P1	ENSG00000271264	Gene Expression
ENSG00000280113	ENSG00000280113	Gene Expression
CTNNBIP1	ENSG00000178585	Gene Expression
ENSG00000223989	ENSG00000223989	Gene Expression
ENSG00000285701	ENSG00000285701	Gene Expression
LZIC	ENSG00000162441	Gene Expression
ENSG00000228150	ENSG00000228150	Gene Expression
NMNAT1	ENSG00000173614	Gene Expression
RN7SKP269	ENSG00000202415	Gene Expression
TMEM274P	ENSG00000283611	Gene Expression
MIR5697	ENSG00000265521	Gene Expression
ENSG00000241326	ENSG00000241326	Gene Expression
RBP7	ENSG00000162444	Gene Expression
UBE4B	ENSG00000130939	Gene Expression
ENSG00000224340	ENSG00000224340	Gene Expression
PGAM1P11	ENSG00000233623	Gene Expression
RNU6-828P	ENSG00000201746	Gene Expression
KIF1B	ENSG00000054523	Gene Expression
ENSG00000264881	ENSG00000264881	Gene Expression
RNU6-37P	ENSG00000199562	Gene Expression
RN7SL731P	ENSG00000264501	Gene Expression
ENSG00000284735	ENSG00000284735	Gene Expression
ENSG00000284642	ENSG00000284642	Gene Expression
PGD	ENSG00000142657	Gene Expression
ENSG00000271989	ENSG00000271989	Gene Expression
CENPS-CORT	ENSG00000251503	Gene Expression
CENPS	ENSG00000175279	Gene Expression
CORT	ENSG00000241563	Gene Expression
DFFA	ENSG00000160049	Gene Expression
ENSG00000203469	ENSG00000203469	Gene Expression
PEX14	ENSG00000142655	Gene Expression
ENSG00000287727	ENSG00000287727	Gene Expression
RN7SL614P	ENSG00000243267	Gene Expression
CASZ1	ENSG00000130940	Gene Expression
ENSG00000272078	ENSG00000272078	Gene Expression
HSPE1P24	ENSG00000225158	Gene Expression
C1orf127	ENSG00000175262	Gene Expression
CFL1P6	ENSG00000215785	Gene Expression
TARDBP	ENSG00000120948	Gene Expression
MASP2	ENSG00000009724	Gene Expression
SRM	ENSG00000116649	Gene Expression
EXOSC10	ENSG00000171824	Gene Expression
ENSG00000226849	ENSG00000226849	Gene Expression
EXOSC10-AS1	ENSG00000230337	Gene Expression
MTOR	ENSG00000198793	Gene Expression
MTOR-AS1	ENSG00000225602	Gene Expression
RNU6-537P	ENSG00000253086	Gene Expression
ANGPTL7	ENSG00000171819	Gene Expression
RNU6-291P	ENSG00000207451	Gene Expression
RPL39P6	ENSG00000238173	Gene Expression
UBIAD1	ENSG00000120942	Gene Expression
UBE2V2P3	ENSG00000238199	Gene Expression
ENSG00000284646	ENSG00000284646	Gene Expression
MTCYBP45	ENSG00000224338	Gene Expression
DISP3	ENSG00000204624	Gene Expression
ENSG00000285833	ENSG00000285833	Gene Expression
LINC01647	ENSG00000235643	Gene Expression
ENSG00000284708	ENSG00000284708	Gene Expression
FBXO2	ENSG00000116661	Gene Expression
FBXO44	ENSG00000132879	Gene Expression
MAD2L2	ENSG00000116670	Gene Expression
FBXO6	ENSG00000116663	Gene Expression
DRAXIN	ENSG00000162490	Gene Expression
AGTRAP	ENSG00000177674	Gene Expression
C1orf167	ENSG00000215910	Gene Expression
C1orf167-AS1	ENSG00000177553	Gene Expression
MTHFR	ENSG00000177000	Gene Expression
CLCN6	ENSG00000011021	Gene Expression
ENSG00000276470	ENSG00000276470	Gene Expression
ENSG00000278852	ENSG00000278852	Gene Expression
NPPA	ENSG00000175206	Gene Expression
ENSG00000275915	ENSG00000275915	Gene Expression
NPPB	ENSG00000120937	Gene Expression
SBF1P2	ENSG00000224904	Gene Expression
ENSG00000285646	ENSG00000285646	Gene Expression
RNU5E-1	ENSG00000199347	Gene Expression
RNU5E-4P	ENSG00000201801	Gene Expression
KIAA2013	ENSG00000116685	Gene Expression
PLOD1	ENSG00000083444	Gene Expression
ENSG00000287384	ENSG00000287384	Gene Expression
MFN2	ENSG00000116688	Gene Expression
ENSG00000270914	ENSG00000270914	Gene Expression
MIIP	ENSG00000116691	Gene Expression
Y-RNA	ENSG00000202461	Gene Expression
MIR6729	ENSG00000276869	Gene Expression
RN7SL649P	ENSG00000243539	Gene Expression
TNFRSF8	ENSG00000120949	Gene Expression
RNU6-777P	ENSG00000201135	Gene Expression
RPL23AP89	ENSG00000227875	Gene Expression
ENSG00000285604	ENSG00000285604	Gene Expression
MIR7846	ENSG00000283789	Gene Expression
TNFRSF1B	ENSG00000028137	Gene Expression
MIR4632	ENSG00000263676	Gene Expression
RPL10P17	ENSG00000225196	Gene Expression
SNORA70	ENSG00000252969	Gene Expression
VPS13D	ENSG00000048707	Gene Expression
SNORA59A	ENSG00000239149	Gene Expression
LINC02766	ENSG00000229484	Gene Expression
DHRS3	ENSG00000162496	Gene Expression
RNU6ATAC18P	ENSG00000221340	Gene Expression
MIR6730	ENSG00000276830	Gene Expression
ENSG00000288927	ENSG00000288927	Gene Expression
ENSG00000272482	ENSG00000272482	Gene Expression
AADACL4	ENSG00000204518	Gene Expression
ENSG00000226166	ENSG00000226166	Gene Expression
AADACL3	ENSG00000188984	Gene Expression
CFAP107	ENSG00000157330	Gene Expression
PRAMEF12	ENSG00000116726	Gene Expression
PRAMEF1	ENSG00000116721	Gene Expression
LINC01784	ENSG00000228338	Gene Expression
PRAMEF11	ENSG00000239810	Gene Expression
PRAMEF30P	ENSG00000231103	Gene Expression
HNRNPCL1	ENSG00000179172	Gene Expression
PRAMEF2	ENSG00000120952	Gene Expression
PRAMEF4	ENSG00000243073	Gene Expression
PRAMEF10	ENSG00000187545	Gene Expression
PRAMEF7	ENSG00000204510	Gene Expression
RNU6-1072P	ENSG00000207434	Gene Expression
PRAMEF29P	ENSG00000234064	Gene Expression
PRAMEF6	ENSG00000232423	Gene Expression
PRAMEF28P	ENSG00000274178	Gene Expression
PRAMEF27	ENSG00000274764	Gene Expression
HNRNPCL3	ENSG00000277058	Gene Expression
PRAMEF25	ENSG00000229571	Gene Expression
PRAMEF34P	ENSG00000277862	Gene Expression
PRAMEF35P	ENSG00000236179	Gene Expression
HNRNPCL2	ENSG00000275774	Gene Expression
PRAMEF36P	ENSG00000229978	Gene Expression
ENSG00000290772	ENSG00000290772	Gene Expression
ENSG00000233336	ENSG00000233336	Gene Expression
PRAMEF26	ENSG00000280267	Gene Expression
HNRNPCL4	ENSG00000179412	Gene Expression
PRAMEF9	ENSG00000204505	Gene Expression
PRAMEF13	ENSG00000279169	Gene Expression
PRAMEF18	ENSG00000279804	Gene Expression
PRAMEF31P	ENSG00000250894	Gene Expression
PRAMEF5	ENSG00000270601	Gene Expression
PRAMEF32P	ENSG00000231219	Gene Expression
RNU6-771P	ENSG00000207511	Gene Expression
PRAMEF8	ENSG00000182330	Gene Expression
PRAMEF33	ENSG00000237700	Gene Expression
PRAMEF15	ENSG00000204501	Gene Expression
ENSG00000228229	ENSG00000228229	Gene Expression
PRAMEF14	ENSG00000204481	Gene Expression
PRAMEF19	ENSG00000204480	Gene Expression
PRAMEF17	ENSG00000204479	Gene Expression
PRAMEF20	ENSG00000204478	Gene Expression
LRRC38	ENSG00000162494	Gene Expression
ENSG00000259961	ENSG00000259961	Gene Expression
BRWD1P1	ENSG00000215909	Gene Expression
PDPN	ENSG00000162493	Gene Expression
RNA5SP41	ENSG00000222952	Gene Expression
ENSG00000237445	ENSG00000237445	Gene Expression
ENSG00000253085	ENSG00000253085	Gene Expression
PRDM2	ENSG00000116731	Gene Expression
ENSG00000289380	ENSG00000289380	Gene Expression
KAZN	ENSG00000189337	Gene Expression
RNU6-1265P	ENSG00000252151	Gene Expression
ENSG00000231606	ENSG00000231606	Gene Expression
KAZN-AS1	ENSG00000234593	Gene Expression
TBCAP2	ENSG00000235829	Gene Expression
ENSG00000287756	ENSG00000287756	Gene Expression
TMEM51-AS1	ENSG00000175147	Gene Expression
TMEM51	ENSG00000171729	Gene Expression
TMEM51-AS2	ENSG00000204464	Gene Expression
MFFP1	ENSG00000215720	Gene Expression
ZBTB2P1	ENSG00000278480	Gene Expression
FHAD1	ENSG00000142621	Gene Expression
FHAD1-AS1	ENSG00000233485	Gene Expression
ENSG00000236045	ENSG00000236045	Gene Expression
EFHD2-AS1	ENSG00000228140	Gene Expression
EFHD2	ENSG00000142634	Gene Expression
CTRC	ENSG00000162438	Gene Expression
CELA2A	ENSG00000142615	Gene Expression
CELA2B	ENSG00000215704	Gene Expression
CASP9	ENSG00000132906	Gene Expression
DNAJC16	ENSG00000116138	Gene Expression
SCARNA21B	ENSG00000251866	Gene Expression
ENSG00000272510	ENSG00000272510	Gene Expression
AGMAT	ENSG00000116771	Gene Expression
ENSG00000237301	ENSG00000237301	Gene Expression
CHCHD2P6	ENSG00000235084	Gene Expression
RNU7-179P	ENSG00000252417	Gene Expression
CD24P1	ENSG00000236500	Gene Expression
DDI2	ENSG00000197312	Gene Expression
RSC1A1	ENSG00000215695	Gene Expression
ENSG00000271742	ENSG00000271742	Gene Expression
PLEKHM2	ENSG00000116786	Gene Expression
ENSG00000237938	ENSG00000237938	Gene Expression
SLC25A34	ENSG00000162461	Gene Expression
SLC25A34-AS1	ENSG00000224459	Gene Expression
TMEM82	ENSG00000162460	Gene Expression
FBLIM1	ENSG00000162458	Gene Expression
RPL12P14	ENSG00000224321	Gene Expression
UQCRHL	ENSG00000233954	Gene Expression
ENSG00000178715	ENSG00000178715	Gene Expression
SPEN-AS1	ENSG00000179743	Gene Expression
SPEN	ENSG00000065526	Gene Expression
ENSG00000270620	ENSG00000270620	Gene Expression
ZBTB17	ENSG00000116809	Gene Expression
ENSG00000234607	ENSG00000234607	Gene Expression
ENSG00000231353	ENSG00000231353	Gene Expression
ENSG00000275503	ENSG00000275503	Gene Expression
TBC1D3P6	ENSG00000224966	Gene Expression
SRARP	ENSG00000183888	Gene Expression
ENSG00000233078	ENSG00000233078	Gene Expression
HSPB7	ENSG00000173641	Gene Expression
CLCNKA	ENSG00000186510	Gene Expression
FAM131C2P	ENSG00000232456	Gene Expression
CLCNKB	ENSG00000184908	Gene Expression
FAM131C	ENSG00000185519	Gene Expression
EPHA2	ENSG00000142627	Gene Expression
EPHA2-AS1	ENSG00000227959	Gene Expression
ENSG00000224621	ENSG00000224621	Gene Expression
ARHGEF19-AS1	ENSG00000234166	Gene Expression
ARHGEF19	ENSG00000142632	Gene Expression
ENSG00000291077	ENSG00000291077	Gene Expression
ANO7L1	ENSG00000237276	Gene Expression
ENSG00000288398	ENSG00000288398	Gene Expression
CPLANE2	ENSG00000132881	Gene Expression
MT1XP1	ENSG00000233929	Gene Expression
FBXO42	ENSG00000037637	Gene Expression
SZRD1	ENSG00000055070	Gene Expression
RPL22P3	ENSG00000226457	Gene Expression
SPATA21	ENSG00000187144	Gene Expression
NECAP2	ENSG00000157191	Gene Expression
LINC01772	ENSG00000226029	Gene Expression
CROCCP3	ENSG00000290842	Gene Expression
CROCCP3	ENSG00000080947	Gene Expression
RNU1-1	ENSG00000206652	Gene Expression
ENSG00000261135	ENSG00000261135	Gene Expression
ENSG00000285853	ENSG00000285853	Gene Expression
ENSG00000224174	ENSG00000224174	Gene Expression
LINC01783	ENSG00000233421	Gene Expression
RNU1-6P	ENSG00000277344	Gene Expression
PDE4DIPP8	ENSG00000225710	Gene Expression
NBPF1	ENSG00000219481	Gene Expression
ENSG00000271732	ENSG00000271732	Gene Expression
CROCCP2	ENSG00000291072	Gene Expression
CROCCP2	ENSG00000215908	Gene Expression
ENSG00000283773	ENSG00000283773	Gene Expression
MST1P2	ENSG00000186301	Gene Expression
ENSG00000282143	ENSG00000282143	Gene Expression
RNU1-3	ENSG00000207513	Gene Expression
ENSG00000280114	ENSG00000280114	Gene Expression
EIF1AXP1	ENSG00000236698	Gene Expression
